,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Current Price,Shares Outstanding,Status
62,N/A,N/A,jnpr,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
63,N/A,N/A,jnpr,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
64,N/A,N/A,jnpr,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
65,N/A,N/A,jnpr,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
66,N/A,N/A,jnpr,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
67,N/A,N/A,jnpr,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
68,N/A,N/A,jnpr,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
69,N/A,N/A,jnpr,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
70,N/A,N/A,jnpr,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
71,N/A,N/A,jnpr,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
72,N/A,N/A,jnpr,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
73,N/A,N/A,jnpr,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
74,N/A,N/A,mmc,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
75,N/A,N/A,mmc,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
76,N/A,N/A,mmc,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
77,N/A,N/A,mmc,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
78,N/A,N/A,mmc,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
79,N/A,N/A,mmc,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
80,N/A,N/A,mmc,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
81,N/A,N/A,mmc,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
82,N/A,N/A,mmc,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
83,N/A,N/A,mmc,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
84,N/A,N/A,mmc,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
85,N/A,N/A,mmc,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
86,N/A,N/A,mmc,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
87,N/A,N/A,mmc,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
88,N/A,N/A,mmc,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
89,N/A,N/A,mmc,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
90,N/A,N/A,mmc,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
91,N/A,N/A,mmc,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
92,N/A,N/A,mmc,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
93,N/A,N/A,mmc,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
94,N/A,N/A,mmc,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
95,N/A,N/A,mmc,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
96,N/A,N/A,mmc,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
97,N/A,N/A,mmc,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
98,N/A,N/A,mmc,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
99,N/A,N/A,mmc,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
100,N/A,N/A,mmc,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
101,N/A,N/A,mmc,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
102,N/A,N/A,mmc,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
103,N/A,N/A,mmc,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
104,N/A,N/A,mmc,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
105,N/A,N/A,mmc,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
106,N/A,N/A,mmc,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
107,N/A,N/A,mmc,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
108,N/A,N/A,mmc,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
109,N/A,N/A,mmc,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
110,N/A,N/A,mmc,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
111,N/A,N/A,win,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
112,N/A,N/A,win,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
113,N/A,N/A,win,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
114,N/A,N/A,win,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
115,N/A,N/A,win,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
116,N/A,N/A,win,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
117,N/A,N/A,win,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
118,N/A,N/A,win,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
119,N/A,N/A,win,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
120,N/A,N/A,win,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
121,N/A,N/A,win,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
122,N/A,N/A,win,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
123,N/A,N/A,win,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
124,N/A,N/A,win,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
125,N/A,N/A,win,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
126,N/A,N/A,win,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
127,N/A,N/A,win,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
128,N/A,N/A,win,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
129,N/A,N/A,win,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
130,N/A,N/A,win,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
131,N/A,N/A,win,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
132,N/A,N/A,win,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
133,N/A,N/A,win,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
134,N/A,N/A,win,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
135,N/A,N/A,win,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
